北京,北京,101010100
北京,朝阳,101010300
北京,顺义,101010400
北京,怀柔,101010500
北京,通州,101010600
北京,昌平,101010700
北京,延庆,101010800
北京,丰台,101010900
北京,石景山,101011000
北京,大兴,101011100
北京,房山,101011200
北京,密云,101011300
北京,门头沟,101011400
北京,平谷,101011500
北京,八达岭,101011600
北京,佛爷顶,101011700
北京,汤河口,101011800
北京,密云上甸子,101011900
北京,斋堂,101012000
北京,霞云岭,101012100
北京,北京城区,101012200
北京,海淀,101010200
天津市,天津,101030100
天津市,宝坻,101030300
天津市,东丽,101030400
天津市,西青,101030500
天津市,北辰,101030600
天津市,蓟县,101031400
天津市,汉沽,101030800
天津市,静海,101030900
天津市,津南,101031000
天津市,塘沽,101031100
天津市,大港,101031200
天津市,武清,101030200
天津市,宁河,101030700
上海,上海,101020100
上海,宝山,101020300
上海,嘉定,101020500
上海,南汇,101020600
上海,浦东,101021300
上海,青浦,101020800
上海,松江,101020900
上海,奉贤,101021000
上海,崇明,101021100
上海,徐家汇,101021200
上海,闵行,101020200
上海,金山,101020700
河北,石家庄,101090101
河北,张家口,101090301
河北,承德,101090402
河北,唐山,101090501
河北,秦皇岛,101091101
河北,沧州,101090701
河北,衡水,101090801
河北,邢台,101090901
河北,邯郸,101091001
河北,保定,101090201
河北,廊坊,101090601
河南,郑州,101180101
河南,新乡,101180301
河南,许昌,101180401
河南,平顶山,101180501
河南,信阳,101180601
河南,南阳,101180701
河南,开封,101180801
河南,洛阳,101180901
河南,商丘,101181001
河南,焦作,101181101
河南,鹤壁,101181201
河南,濮阳,101181301
河南,周口,101181401
河南,漯河,101181501
河南,驻马店,101181601
河南,三门峡,101181701
河南,济源,101181801
河南,安阳,101180201
安徽,合肥,101220101
安徽,芜湖,101220301
安徽,淮南,101220401
安徽,马鞍山,101220501
安徽,安庆,101220601
安徽,宿州,101220701
安徽,阜阳,101220801
安徽,亳州,101220901
安徽,黄山,101221001
安徽,滁州,101221101
安徽,淮北,101221201
安徽,铜陵,101221301
安徽,宣城,101221401
安徽,六安,101221501
安徽,巢湖,101221601
安徽,池州,101221701
安徽,蚌埠,101220201
浙江,杭州,101210101
浙江,舟山,101211101
浙江,湖州,101210201
浙江,嘉兴,101210301
浙江,金华,101210901
浙江,绍兴,101210501
浙江,台州,101210601
浙江,温州,101210701
浙江,丽水,101210801
浙江,衢州,101211001
浙江,宁波,101210401
重庆,重庆,101040100
重庆,合川,101040300
重庆,南川,101040400
重庆,江津,101040500
重庆,万盛,101040600
重庆,渝北,101040700
重庆,北碚,101040800
重庆,巴南,101040900
重庆,长寿,101041000
重庆,黔江,101041100
重庆,万州天城,101041200
重庆,万州龙宝,101041300
重庆,涪陵,101041400
重庆,开县,101041500
重庆,城口,101041600
重庆,云阳,101041700
重庆,巫溪,101041800
重庆,奉节,101041900
重庆,巫山,101042000
重庆,潼南,101042100
重庆,垫江,101042200
重庆,梁平,101042300
重庆,忠县,101042400
重庆,石柱,101042500
重庆,大足,101042600
重庆,荣昌,101042700
重庆,铜梁,101042800
重庆,璧山,101042900
重庆,丰都,101043000
重庆,武隆,101043100
重庆,彭水,101043200
重庆,綦江,101043300
重庆,酉阳,101043400
重庆,秀山,101043600
重庆,沙坪坝,101043700
重庆,永川,101040200
福建,福州,101230101
福建,泉州,101230501
福建,漳州,101230601
福建,龙岩,101230701
福建,晋江,101230509
福建,南平,101230901
福建,厦门,101230201
福建,宁德,101230301
福建,莆田,101230401
福建,三明,101230801
甘肃,兰州,101160101
甘肃,平凉,101160301
甘肃,庆阳,101160401
甘肃,武威,101160501
甘肃,金昌,101160601
甘肃,嘉峪关,101161401
甘肃,酒泉,101160801
甘肃,天水,101160901
甘肃,武都,101161001
甘肃,临夏,101161101
甘肃,合作,101161201
甘肃,白银,101161301
甘肃,定西,101160201
甘肃,张掖,101160701
广东,广州,101280101
广东,惠州,101280301
广东,梅州,101280401
广东,汕头,101280501
广东,深圳,101280601
广东,珠海,101280701
广东,佛山,101280800
广东,肇庆,101280901
广东,湛江,101281001
广东,江门,101281101
广东,河源,101281201
广东,清远,101281301
广东,云浮,101281401
广东,潮州,101281501
广东,东莞,101281601
广东,中山,101281701
广东,阳江,101281801
广东,揭阳,101281901
广东,茂名,101282001
广东,汕尾,101282101
广东,韶关,101280201
广西,南宁,101300101
广西,柳州,101300301
广西,来宾,101300401
广西,桂林,101300501
广西,梧州,101300601
广西,防城港,101301401
广西,贵港,101300801
广西,玉林,101300901
广西,百色,101301001
广西,钦州,101301101
广西,河池,101301201
广西,北海,101301301
广西,崇左,101300201
广西,贺州,101300701
贵州,贵阳,101260101
